"x1"	"x2"	"x3"	"x4"	"x5"	"x6"	"x7"	"x8"	"xc1"	"xc2"	"xc3"	"xc4"	"xc5"	"xc6"	"xc7"	"y1"	"y2"	"y3"
-0.4392	0.3754	3.7821	3.8938	10.1593	0.6425	1.8387	19.1499	3	6	3	5	13	1	3	1	1	1
0.3446	-0.2636	2.5275	0.7135	16.2869	0.6536	-1.907	8.0072	6	6	2	3	16	2	1	1	1	1
0.5245	0.2755	1.9479	3.3824	8.7047	1.822	1.0479	3.5739	5	4	5	2	10	2	2	0	0	1
0.6117	-0.4848	2.8187	3.7756	20.0723	0.9391	-3.1851	14.8206	6	1	3	5	18	4	4	1	1	1
0.6538	0.6062	2.2525	0.1146	5.0418	1.244	2.5892	6.5272	3	5	5	3	8	5	3	0	0	0
-0.5008	-0.3461	2.9456	3.351	17.7458	0.7668	-1.8858	4.5109	6	5	5	1	19	3	1	1	1	1
0.1394	0.4752	0.5848	3.582	-0.5667	1.2114	-0.0185	0.8222	1	4	2	2	1	1	2	0	0	0
0.8651	-0.0194	2.6722	1.9577	16.615	1.4734	-0.6717	3.3814	6	5	3	1	17	6	2	1	1	1
-0.5684	0.091	2.7164	3.5371	13.2087	1.6203	0.7185	5.6948	5	6	2	2	14	6	1	0	0	1
0.919	-0.0613	2.1034	2.1808	7.1246	0.8122	-0.274	10.154	3	3	5	5	8	3	1	0	1	1
0.9683	0.5114	1.3881	0.4445	2.5564	1.0849	1.4196	4.3231	3	6	4	3	5	3	2	0	0	0
-0.5269	0.9355	3.4834	3.6238	12.9878	0.985	4.8966	16.613	5	5	3	5	18	4	6	1	1	1
-0.4745	0.809	3.4966	0.0713	13.9877	0.8043	4.6082	16.6856	5	4	5	5	19	2	5	1	1	1
0.0651	-0.4402	0.7011	0.8441	3.2599	1.3563	-1.7468	2.0634	3	5	5	2	3	2	2	0	0	0
0.572	0.9282	0.1922	0.5808	-1.8387	0.7425	5.151	1.0019	6	5	5	3	2	6	4	0	0	0
-0.0776	0.3378	1.5411	1.6381	7.8825	1.4293	2.0916	7.1472	6	5	5	5	11	2	3	0	0	1
-0.833	-0.0842	3.9885	3.4593	20.7969	0.4058	-0.6139	16.0379	5	5	5	4	21	1	1	1	1	1
0.4389	-0.7928	3.7656	3.7341	18.9734	1.6927	-3.2547	18.4555	4	1	5	5	17	3	5	1	1	1
0.9879	0.1082	0.3583	1.376	-0.1162	1.6017	0.7968	2.8285	3	6	5	5	2	5	2	0	0	0
-0.2775	0.5664	2.15	0.5016	4.6131	1.5599	1.2765	6.054	3	5	4	3	7	5	3	0	0	0
0.8844	0.1324	2.3039	3.5729	1.3295	1.558	-0.0084	6.9416	1	5	4	3	3	5	1	0	0	0
0.1595	0.9374	3.8901	1.5659	17.3503	0.3133	5.0347	8.08	5	1	4	2	20	3	3	0	1	1
0.1796	0.0664	0.4505	2.4974	0.6739	0.3758	0.2874	2.9312	3	5	5	5	2	2	1	0	0	0
-0.3732	-0.8902	0.485	3.8738	4.6699	1.2101	-4.8683	1.1765	5	5	1	3	4	6	3	1	0	0
-0.554	0.9334	2.6783	2.7205	13.3985	1.1805	5.1393	6.6475	6	1	5	2	17	3	3	0	1	1
0.3142	-0.8965	3.1698	1.4715	13.6868	1.2282	-2.6708	16.2681	3	6	3	5	11	3	6	1	1	1
0.9612	-0.0265	3.0194	2.8619	17.8707	0.3055	-0.4301	16.3416	6	5	5	5	19	6	1	0	1	1
-0.0206	0.9801	0.7411	2.6325	0.5606	1.4615	5.2244	2.1214	5	5	5	3	4	3	3	0	0	0
-0.0362	-0.387	0.7885	1.065	6.5987	0.8773	-1.9584	2.5354	6	3	2	5	6	6	3	1	0	0
0.2266	-0.5006	1.8629	1.921	11.3596	1.4716	-2.8509	7.7215	5	1	2	4	11	1	3	1	0	1
-0.8382	-0.1038	0.07	0.1684	0.7758	0.2536	-0.4934	0.4079	3	1	5	4	1	5	2	0	0	0
-0.1948	-0.2877	2.1448	3.2088	2.9513	1.5959	-0.2657	11.8809	1	3	5	5	3	6	3	1	0	0
0.823	0.8347	0.7747	1.7744	3.4775	0.7867	4.7996	1.0578	6	6	4	2	6	4	3	0	0	0
0.5468	0.8415	3.1341	2.7471	7.1732	1.0179	2.3662	9.3752	3	5	2	3	10	3	4	1	1	1
0.6866	0.0654	1.2419	3.1237	5.8824	0.9361	1.0506	4.744	5	6	2	4	7	6	1	0	0	0
0.7309	0.3711	1.8914	3.7822	2.4237	1.6723	0.6741	8.085	2	4	5	4	5	3	2	0	0	0
0.8644	-0.7605	1.362	2.0647	2.6121	0.6968	-1.0252	2.3948	1	4	2	2	3	6	3	1	0	0
0.5472	-0.7794	2.486	1.6384	14.1349	0.7386	-4.0116	5.9822	5	5	5	2	14	3	2	1	1	1
-0.4973	-0.8762	2.7735	2.8261	7.9033	1.7457	-1.7822	9.3859	2	4	3	3	7	3	4	1	0	1
-0.7633	0.4272	0.6356	3.8082	1.4476	0.4346	2.1339	2.2282	5	4	5	4	5	3	3	0	0	0
0.2786	0.3507	0.2064	2.7758	-1.1022	1.3348	1.5001	1.8328	3	5	5	5	2	1	3	0	0	0
0.1765	0.9653	1.4726	2.325	1.9411	0.5028	2.8261	2.0461	3	5	3	2	5	2	3	0	0	0
0.0498	0.0464	1.987	1.3282	5.9149	1.7051	0.4345	10.528	3	3	4	5	7	2	1	0	1	0
0.7785	0.0633	0.6455	1.5134	1.2122	1.1257	0.0324	0.9733	2	5	3	2	2	5	1	0	0	0
0.4552	-0.4278	3.8605	1.917	21.0469	1.4753	-1.9576	19.2238	5	5	3	5	20	4	3	1	1	1
0.5771	-0.8421	3.2403	3.5324	13.3601	0.1803	-2.1686	12.8048	3	6	5	4	11	5	5	1	1	1
0.4005	0.155	2.0465	1.1694	7.1817	0.8807	0.8931	10.0307	4	1	4	5	8	2	1	0	1	1
0.5625	-0.8791	1.9506	0.27	8.0849	0.0483	-2.6068	4.5378	3	6	5	2	7	3	2	1	0	1
-0.7238	-0.5306	1.8679	0.9525	9.9752	0.9749	-1.8738	9.624	4	4	4	5	8	5	4	1	1	0
0.9355	-0.5975	0.694	2.5293	3.2355	0.3998	-1.7559	1.0938	3	6	5	2	3	2	2	0	0	0
-0.9338	-0.3892	0.0834	1.7734	1.8631	0.567	-2.0535	0.8184	5	6	4	4	1	6	3	0	0	0
0.9658	0.667	3.8566	0.6077	17.101	0.7147	3.3762	15.524	5	1	4	4	21	6	3	0	1	1
-0.3742	-0.5519	1.1922	3.942	3.8642	0.4498	-1.0039	2.9643	2	5	3	2	3	3	2	0	0	0
-0.1873	-0.6424	2.7111	0.6033	4.5438	1.3334	-0.8352	7.9605	1	6	2	3	4	3	3	1	1	0
-0.8992	0.2585	1.4176	3.7713	6.3123	0.7795	1.4291	5.7352	5	6	4	4	8	6	2	0	0	0
0.8238	-0.5392	3.6245	3.8263	18.712	1.7864	-2.9057	7.3855	5	1	5	2	19	1	1	1	1	1
-0.4815	-0.4863	1.2836	3.1144	9.9755	0.8237	-2.6339	6.7175	6	3	2	5	8	6	3	1	0	1
-0.7155	0.8556	3.0731	3.8324	12.3857	0.9939	4.2786	12.556	5	6	3	4	17	5	4	0	1	1
0.8723	0.8876	2.7484	1.2268	9.9329	1.3961	4.2192	11.3262	5	4	3	4	15	4	5	1	1	1
0.1129	-0.5342	2.4259	0.6266	4.425	1.7362	-0.7867	10.0731	1	6	1	4	3	6	3	1	1	0
0.037	0.393	2.719	3.6148	14.2695	1.631	2.0764	13.9239	6	3	5	5	17	6	3	1	1	1
0.9716	-0.1805	0.9294	3.4906	2.4848	0.7318	-0.6176	2.6598	3	3	2	3	3	2	2	0	0	0
-0.8221	0.231	1.8191	1.0304	7.7403	1.6303	0.9872	5.4204	5	3	1	3	10	4	2	0	0	1
-0.402	0.949	3.0793	3.1583	7.3665	0.2505	4.1717	16.0832	4	1	3	5	13	6	5	1	1	1
0.1214	-0.9061	3.425	2.0627	20.0063	0.8647	-5.1513	10.8925	5	6	2	3	19	3	4	1	1	1
0.415	-0.9405	1.6681	0.4484	7.4514	0.4253	-2.6772	5.965	3	3	3	3	6	2	4	1	0	0
0.6322	-0.9595	3.6979	3.6347	26.4611	1.9861	-6.075	14.0839	6	5	2	4	23	6	5	1	1	1
-0.028	-0.1923	2.344	2.332	7.3927	0.9676	-0.1688	6.777	3	1	4	3	8	6	2	0	0	0
-0.1051	-0.6334	0.8819	0.3178	8.61	1.0029	-3.8273	4.7907	6	5	2	5	7	1	4	1	0	0
-0.7195	0.632	2.0441	2.3921	8.9361	1.4682	3.827	10.5031	6	4	5	5	13	4	4	0	0	1
0.3415	0.0432	2.9407	1.4217	16.7408	0.6199	0.4058	15.0172	6	1	4	5	19	4	1	0	1	1
-0.6189	-0.145	1.0942	3.9665	6.5025	0.0408	-1.1316	0.9708	6	6	4	2	7	5	1	0	0	0
0.3602	0.589	1.2078	2.6889	3.6038	1.8109	2.1287	1.8351	4	5	1	2	5	3	2	0	0	0
0.6875	-0.1978	1.2758	2.5543	6.9618	1.2419	-0.8946	3.7555	5	5	5	3	7	5	1	0	0	0
-0.0298	-0.4507	1.4534	0.4007	2.9417	0.671	-1.0334	5.8494	1	3	5	4	2	6	3	1	0	0
-0.0689	-0.4378	0.4098	0.5402	3.005	1.3581	-0.168	2.7069	1	4	2	5	1	4	3	0	0	0
-0.771	-0.2464	0.5174	3.1151	3.972	0.1527	-1.0247	2.4365	5	4	4	4	4	6	2	0	0	0
-0.1533	0.7218	0.7149	0.4622	1.5388	1.8679	2.3664	1.4839	3	1	5	1	3	6	2	0	0	0
-0.6843	-0.3793	3.9171	1.8458	20.1366	1.4327	-2.1934	12.5274	5	5	5	3	21	2	2	1	1	1
-0.3081	0.2517	1.4473	0.9147	2.9234	0.8794	0.737	5.3407	3	4	5	4	5	6	2	0	0	0
-0.5196	0.3832	0.603	2.1491	2.1982	0.3057	1.9499	0.938	5	1	5	2	4	4	2	0	0	0
-0.003	-0.7179	3.9588	1.6436	26.8798	0.6282	-4.4453	15.0688	6	3	4	4	25	6	4	1	1	1
0.4444	0.6461	3.5362	0.3441	14.6014	0.423	3.7647	17.4167	5	1	2	5	19	2	4	0	1	1
-0.0641	0.4134	0.4339	2.6524	0.4149	1.855	2.7748	1.8273	6	2	5	5	4	3	2	0	0	0
0.571	0.6187	0.5808	2.5583	0.4996	0.1756	2.3011	3.1716	5	5	2	4	4	6	4	0	0	0
-0.8975	-0.4306	1.8242	3.0961	12.3525	0.3203	-2.2849	9.2557	6	5	5	5	12	4	3	1	1	1
0.8698	0.8047	1.0414	1.6222	1.5129	0.3516	2.4362	2.5808	3	3	2	2	4	6	2	0	0	0
-0.1366	-0.2605	3.9988	1.1983	17.6223	0.5025	-0.9833	19.9921	4	6	2	5	17	6	3	1	1	1
0.5085	0.2615	1.0144	3.3563	4.5044	1.6992	1.4248	1.2306	5	6	1	1	6	5	1	0	0	0
-0.4793	0.2229	1.6739	3.4864	7.7612	0.1865	1.0426	6.1246	5	1	4	4	10	3	2	0	0	1
-0.2181	0.4492	1.6268	1.595	1.0442	0.7041	0.3858	2.8259	1	1	3	2	3	2	2	0	0	0
0.2336	-0.3053	1.06	2.8887	7.2661	1.8991	-1.6994	5.6305	5	6	5	5	6	6	2	1	0	0
0.3039	-0.5887	3.73	2.6065	16.8299	0.3311	-1.584	14.9476	4	5	3	4	16	3	4	1	1	1
-0.4531	-0.5159	1.8378	2.73	5.0916	0.0082	-0.3103	9.4352	1	5	3	5	3	3	4	1	0	0
0.3898	0.3663	1.1356	1.6395	3.7648	1.599	1.0406	1.2557	4	1	5	2	6	6	2	0	0	0
0.9979	-0.5833	3.0542	0.7855	21.3385	0.7668	-3.367	14.4617	6	5	5	5	19	4	4	1	1	1
-0.9217	-0.0732	1.9466	0.1049	10.4539	1.5135	-0.292	4.5366	5	6	4	2	10	6	1	0	1	1
0.094	-0.0784	3.0476	3.5032	14.7463	0.9243	-0.143	11.3962	5	5	3	4	16	6	2	1	1	1
0.8343	-0.6005	2.6724	0.7709	5.7014	1.5334	-0.4536	12.4694	1	3	5	5	3	6	4	1	0	0
0.8193	0.1389	0.0422	2.0432	0.3146	1.014	0.6748	-0.3316	6	5	3	5	1	5	2	0	0	0
0.8954	0.8135	1.9881	1.1315	5.6995	0.0389	4.0903	10.3211	5	5	5	5	12	4	5	0	0	1
-0.0786	0.4552	2.4293	3.8956	9.6619	1.5088	1.9563	1.9857	4	6	4	1	11	3	1	0	0	1
-0.1951	-0.0579	0.9662	3.1659	3.6208	0.6045	-0.2056	2.0878	3	5	5	2	4	5	2	0	0	0
0.8397	0.1182	3.4961	2.3166	10.4243	0.0747	0.3779	10.5444	3	4	5	3	12	4	1	0	1	1
0.912	0.4662	1.1266	0.7962	2.489	1.1306	1.348	4.8896	4	1	3	5	6	3	4	0	0	0
-0.9256	-0.7494	0.4027	3.8808	5.3859	0.5486	-1.4847	1.6169	2	3	3	5	2	6	5	1	0	0
0.6009	-0.3405	0.1979	0.4794	2.9299	0.1944	-2.041	0.1574	5	1	2	5	2	3	3	1	0	0
0.6087	-0.7575	0.1204	2.2157	3.0386	0.2393	-1.7696	0.572	3	6	5	3	1	6	3	0	0	0
-0.2756	0.4056	2.4165	1.4377	6.2088	1.0948	1.3648	8.2068	3	5	4	3	8	3	2	0	0	1
-0.603	-0.0238	1.7173	1.2036	8.282	0.0338	-0.0184	8.816	5	3	5	5	10	6	2	0	0	1
0.2316	0.7536	2.6792	1.1788	7.0586	0.3664	2.922	14.4292	4	3	4	5	12	6	4	1	1	1
-0.9421	0.1648	2.4435	3.3861	6.5305	0.1556	0.3592	10.2835	3	6	5	4	8	4	2	0	0	1
-0.7903	-0.2062	3.2799	2.3873	4.1107	0.4848	-0.7446	9.5882	1	5	2	3	4	6	2	1	0	0
0.2339	-0.4891	1.6731	1.6528	7.5866	0.2962	-2.1098	8.0825	3	5	5	5	6	4	3	1	1	0
0.6881	-0.924	2.153	1.4131	5.3551	0.2105	-0.7933	6.1993	1	3	5	3	3	6	4	1	0	0
0.7941	-0.211	0.15	1.6021	1.4616	0.0134	-1.0878	-0.8074	4	1	2	3	2	3	2	0	0	0
0.8346	0.449	0.9512	2.0676	2.6937	0.3972	2.5991	5.0968	5	1	3	5	5	6	3	0	0	0
0.3441	0.0139	2.0641	3.995	1.5451	1.728	-0.0748	4.4886	1	1	4	2	3	4	1	0	0	0
-0.1114	-0.182	0.7001	0.159	4.8091	1.6119	-1.1016	4.1716	6	3	4	5	5	3	2	0	0	0
-0.8158	0.7874	0.976	0.5448	-0.6984	1.5475	2.2833	5.5658	3	3	5	5	4	6	5	1	0	0
0.4366	-0.8972	1.0602	2.9523	9.8924	1.0272	-4.3681	5.981	5	1	4	5	6	4	5	1	0	0
0.6825	-0.7294	0.1599	3.012	4.2917	0.8173	-3.3391	0.0684	5	6	2	4	1	4	4	1	0	0
-0.719	-0.6374	3.2531	3.7342	18.1868	1.4875	-2.5713	6.6856	5	5	5	2	17	3	2	1	1	1
-0.1679	0.5261	0.1581	3.2014	-1.3282	0.092	2.8035	1.4977	6	4	3	5	2	3	4	0	0	0
-0.8329	-0.9383	3.3139	2.6312	17.5665	0.5142	-4.0092	17.0853	4	4	4	5	15	3	6	1	1	1
0.6378	0.4896	2.2616	2.5067	8.698	1.8298	2.3587	11.2004	5	1	1	5	12	6	4	0	1	1
-0.6078	-0.0812	1.768	3.7976	9.5279	0.8185	0.1143	4.3453	5	3	2	2	10	6	1	0	1	1
0.3543	-0.5954	1.9319	1.4788	6.8552	1.3389	-0.9392	8.9656	2	4	4	5	5	6	4	1	0	0
0.5163	-0.7617	1.662	2.4903	10.3278	1.566	-3.9503	2.7913	5	6	1	2	9	3	3	1	1	0
0.0355	-0.4366	2.146	0.4102	11.4697	1.0643	-1.8973	3.3799	5	6	3	2	12	3	2	1	1	1
-0.5033	-0.3214	1.3037	3.9555	5.4319	1.6441	-0.3968	6.5882	3	5	5	5	4	1	3	1	0	0
-0.7505	0.1277	2.2434	1.7419	13.7254	0.1241	0.6387	1.1618	6	4	2	1	15	5	1	0	0	1
0.5897	0.082	3.4915	2.5504	9.8751	1.9638	0.2275	17.5606	3	5	5	5	11	6	2	1	1	1
-0.9085	0.5665	0.9712	2.1346	2.5253	0.4216	2.3625	2.6288	4	1	5	3	5	4	3	0	0	0
-0.5518	-0.57	1.5258	0.5698	9.5851	1.8468	-2.7209	4.0897	5	1	3	3	9	3	3	1	0	1
0.9078	-0.6115	0.8456	0.9651	6.8631	1.8751	-2.9398	4.5382	5	5	4	5	5	6	4	1	0	0
0.0963	-0.5607	0.5243	3.9757	4.8857	0.4523	-2.6305	2.5249	5	1	4	4	4	6	3	1	0	0
-0.8798	0.9143	3.2155	1.8476	16.4034	0.9623	5.2018	8.7772	6	5	5	3	20	5	4	0	1	1
-0.18	0.9282	1.3698	3.9784	2.24	0.9955	4.4852	5.5825	5	3	4	5	8	3	6	0	0	0
-0.8342	-0.8252	2.6111	3.6437	17.0771	0.0829	-4.1075	13.1851	5	2	5	5	14	6	5	1	1	1
0.6015	0.6987	2.7417	2.8282	5.4551	1.2899	2.1183	10.5395	3	3	5	4	9	6	3	1	0	1
-0.3398	-0.2494	3.9544	3.2717	25.2878	0.6857	-0.8448	19.9456	6	6	2	5	24	4	2	1	1	1
-0.7951	-0.2485	2.9162	1.6026	10.2951	1.7546	-0.7646	14.5031	3	1	5	5	9	5	2	1	1	1
0.4979	0.6195	0.9587	2.761	0.7743	1.3784	1.7887	2.4565	3	5	5	3	5	6	3	0	0	0
-0.6766	0.2971	2.9323	0.5055	7.669	0.0774	0.9545	14.5613	3	5	5	5	10	5	3	1	1	1
-0.8737	0.6701	1.2307	0.5507	5.0461	1.4874	2.8588	0.982	5	5	4	1	7	3	1	0	0	1
0.9953	-0.1756	0.0484	2.5608	1.2621	0.4657	-0.4458	-1.2595	1	6	4	5	1	5	2	0	0	0
-0.1911	-0.1926	0.7194	2.3297	1.8485	1.6294	-0.1902	3.5379	2	3	2	5	3	6	2	0	0	0
-0.1324	-0.3704	2.7201	2.0697	14.7944	1.7668	-1.8291	9.08	5	1	3	3	15	4	3	1	1	1
-0.4986	0.296	1.3681	0.1617	0.4323	1.5786	0.2852	3.8873	1	5	5	3	2	3	1	0	0	0
0.313	0.6397	3.4192	0.2961	8.5305	1.9476	2.0647	10.0843	3	1	3	3	11	5	3	1	1	1
-0.2569	0.1029	3.1833	1.121	8.7928	0.0735	0.3996	12.9502	3	1	3	4	10	6	1	0	1	1
0.6683	-0.894	3.4663	1.0798	22.0627	0.7657	-4.0917	17.1283	5	1	5	5	19	4	6	1	1	1
0.7278	-0.0496	0.717	3.3132	3.4575	0.2486	-0.8846	3.8314	5	4	2	5	4	5	2	0	0	0
0	-0.9953	1.7252	2.5861	14.8474	0.7131	-5.8932	8.796	6	5	5	5	11	3	5	1	1	1
0.3833	-0.0374	2.2117	2.4408	13.8075	1.1266	-0.4437	7.948	6	5	3	3	14	4	1	0	1	1
-0.7177	-0.1398	1.6575	2.1999	10.8299	1.4994	-0.4088	7.2439	6	5	2	5	11	3	2	0	1	1
0.813	-0.2611	2.8739	1.0171	14.6782	1.292	-1.7194	8.9253	5	1	1	3	15	3	2	1	1	1
-0.8013	-0.9415	3.0104	1.3414	4.2342	0.0771	-1.3159	6.7415	1	5	5	2	4	2	3	1	0	0
0.1693	0.1528	3.4933	3.1964	16.6427	0.536	0.6948	17.4192	5	5	1	5	18	3	2	1	1	1
-0.19	0.6639	0.5276	2.7764	0.1637	0.1607	3.5697	0.3589	5	4	5	3	4	6	2	0	0	0
-0.9047	0.8716	1.5892	0.3865	3.2383	1.0443	3.0363	4.8065	4	1	5	3	7	6	3	0	0	0
0.1182	0.5104	1.2851	2.8175	5.6444	0.8427	2.9077	2.2116	5	5	5	2	7	3	2	0	0	1
0.6378	0.7635	1.0093	3.9461	2.5993	1.0027	3.869	3.5865	5	4	5	3	6	6	3	0	0	0
-0.0662	-0.0272	0.9235	1.264	5.2166	1.6569	0.1626	2.0756	5	1	4	2	6	5	1	0	0	0
-0.7246	-0.4473	3.794	1.7958	20.6922	1.2686	-2.2803	19.3057	5	3	4	5	20	5	3	1	1	1
0.2672	-0.5507	0.7098	1.1472	6.4653	0.332	-2.9943	3.3388	5	6	3	5	4	5	4	1	0	0
-0.7071	-0.2888	1.6127	2.1902	5.403	0.7487	-0.032	4.4866	3	3	2	3	6	4	2	0	0	1
0.1325	-0.5152	1.4615	2.3576	8.9282	1.9794	-1.9947	4.0059	5	5	4	3	8	6	3	1	1	0
0.9858	0.6779	0.0299	0.3516	-1.4068	0.3388	0.2935	-0.4117	1	4	5	3	2	4	3	0	0	0
0.7622	-0.4223	0.8678	3.6333	6.4678	0.9645	-2.8327	1.9292	6	5	4	3	7	3	2	1	0	0
-0.6162	0.9435	2.9242	2.1766	12.3244	0.673	4.1979	6.5973	5	4	3	2	15	4	3	0	1	1
0.2868	0.3882	0.9939	0.0983	5.4776	0.8314	2.3376	1.3391	6	5	5	1	7	5	1	0	0	1
0.7642	0.4408	2.7602	3.1554	8.9348	1.4583	2.2147	10.9045	4	6	4	4	12	6	3	0	1	1
-0.7759	0.2082	0.3309	3.594	-0.5242	0.5712	0.377	1.2505	2	1	3	5	1	3	2	0	0	0
0.2426	0.9285	0.3557	1.2128	-0.8833	0.767	4.6005	1.3956	4	4	3	3	3	1	4	0	0	0
0.5838	0.1742	0.7984	3.7367	4.7039	0.5743	0.9988	1.347	6	6	3	1	6	1	1	0	0	0
-0.7294	0.2147	0.0542	0.0522	-0.4484	0.13	1.1654	0.8129	6	3	3	5	1	6	2	0	0	0
0.451	0.118	1.1418	2.6508	5.2788	0.4358	0.3228	4.4171	5	5	3	4	7	5	2	0	0	0
-0.5238	-0.5798	1.8173	2.5547	13.7509	0.6685	-3.7347	8.7506	6	6	5	5	12	2	4	1	1	1
0.191	0.791	0.4446	1.0982	0.453	0.9916	2.4136	0.023	3	5	3	1	2	6	2	0	0	0
0.8129	0.8296	1.3188	1.5419	-1.5283	1.4476	1.2101	7.6729	2	6	5	5	3	5	6	1	0	0
-0.884	-0.5	3.641	1.0885	13.4386	1.1311	-1.487	18.8986	3	5	2	5	12	6	3	1	1	1
0.7877	0.3389	3.6266	0.2589	16.3009	0.6935	1.7616	19.2311	5	1	5	5	19	3	3	1	1	1
0.4239	-0.1671	2.7934	3.7304	11.1634	1.0165	-0.3939	5.0834	4	5	3	2	12	6	2	1	1	1
-0.8756	0.6913	1.8827	3.2509	4.6281	0.8921	2.7389	6.5579	4	5	4	4	9	6	4	0	0	1
0.1225	0.4825	3.6458	0.653	15.4022	0.3261	2.5225	18.4887	5	4	4	5	19	3	4	1	1	1
-0.8312	0.5923	2.3611	2.4795	6.5363	0.9684	2.4	11.7837	4	2	3	5	10	3	3	0	1	1
0.5898	-0.1677	2.0369	0.6503	7.1465	1.0083	-0.819	10.4024	3	6	4	5	7	6	2	1	0	1
0.4719	0.6702	0.4715	2.3545	-0.6143	0.4784	3.1514	2.6035	5	6	3	5	3	5	4	0	0	0
-0.1642	0.7104	0.7754	0.093	-0.6493	1.3557	2.3372	4.4098	3	5	3	5	3	5	5	0	0	0
0.3786	0.3287	1.5621	1.8117	7.0169	1.1906	1.4577	4.1503	5	3	2	3	9	5	2	0	0	1
0.607	0.1141	3.0107	3.3872	14.5276	0.867	0.0992	12.4343	5	5	5	4	16	6	2	1	1	1
0.1054	0.0828	2.6074	0.0714	13.4249	0.4441	0.6668	4.9177	5	6	2	2	14	3	1	0	1	1
-0.2474	0.0537	1.0639	2.1133	2.6015	1.6202	0.542	4.8776	3	6	2	4	4	6	1	0	0	0
-0.6828	0.4602	1.8556	3.7094	6.3269	0.0261	2.0533	10.4678	5	1	5	5	10	6	3	0	1	1
0.3678	0.1357	0.1323	0.6724	-0.6046	1.2909	0.0508	1.4342	2	3	5	3	1	1	1	0	0	0
0.2778	-0.5581	3.082	3.7355	11.8648	1.1631	-2.2148	3.4334	4	6	5	1	13	6	1	1	0	1
-0.0642	0.7244	3.6717	3.2928	15.9546	0.7322	3.3816	11.0934	5	6	3	3	20	5	3	0	1	1
-0.131	0.3701	1.5025	0.439	4.1681	0.2437	1.1961	5.6071	3	6	2	4	6	3	2	0	0	0
-0.5586	0.7439	1.3378	2.6451	5.3627	0.852	3.6686	3.1989	5	5	5	2	8	3	3	0	0	0
0.0989	0.2138	1.4327	0.3067	4.3578	1.076	-0.0767	4.7568	3	6	5	3	5	6	2	0	0	0
-0.5932	-0.6225	1.9866	1.3912	5.0939	0.5469	-0.9151	8.7337	1	1	2	5	3	3	4	1	0	0
-0.1326	0.5526	2.8717	3.5193	13.5125	0.6518	2.6721	5.1254	5	6	2	2	15	6	2	0	1	1
0.707	-0.2007	1.8972	1.014	9.9041	0.7157	-0.2524	6.6613	5	5	3	4	11	3	2	0	1	1
0.051	-0.0263	3.1874	2.1882	19.4734	1.9508	-0.3673	9.1392	6	4	4	3	19	4	2	1	1	1
0.838	-0.4163	3.2508	0.3612	16.8504	1.4582	-1.8774	7.331	5	3	3	2	17	3	2	1	1	1
0.0347	0.7865	2.1443	3.0344	4.2348	1.8963	2.2499	6.8358	3	3	3	3	7	4	4	1	0	0
0.8064	0.785	1.3492	1.2246	5.599	1.0283	5.0247	3.9993	6	5	2	3	9	3	3	0	0	0
0.2732	0.0724	1.8491	1.4751	7.8679	0.7838	0.4053	3.0097	4	5	5	2	8	6	2	0	0	1
-0.6629	0.3405	2.4529	1.3224	11.4753	1.07	2.3986	5.4346	5	1	4	2	13	1	2	0	1	1
0.6745	0.689	3.535	1.6951	10.6607	1.2284	3.4334	16.5425	4	6	2	5	15	5	4	1	1	1
0.1919	-0.6776	3.7628	1.9577	21.9054	1.8094	-3.1882	19.1674	5	5	5	5	20	5	4	1	1	1
0.0779	0.6989	3.764	0.6848	16.9737	0.1173	3.4087	12.4257	5	1	5	3	20	6	2	0	1	1
-0.6594	0.5387	0.8981	3.7946	0.2696	1.4277	1.0162	2.4749	1	5	3	2	2	6	2	0	0	0
-0.9403	-0.5947	0.4577	1.133	2.0785	1.1268	-0.8215	0.8354	1	5	2	3	1	6	3	0	0	0
-0.821	-0.8229	3.9447	1.1036	27.1261	0.1108	-4.8871	16.5594	6	5	5	4	25	3	4	1	1	1
0.0557	-0.612	1.3628	1.2783	9.7987	0.0249	-3.7816	3.4175	6	1	3	2	9	6	3	1	0	1
0.2461	-0.6083	2.5138	1.1231	16.1034	1.5925	-3.5897	4.9777	6	3	3	2	16	3	2	1	1	1
-0.0589	-0.2853	1.0315	0.7055	1.8044	1.0756	-0.1279	1.1531	1	5	5	2	2	3	1	0	0	0
0.2639	0.7578	0.1811	1.3593	-3.9481	0.6889	1.0359	1.6355	1	4	5	5	1	6	5	1	0	0
-0.1592	0.0381	3.7642	3.4267	18.792	1.8566	-0.3251	11.4221	5	6	5	3	20	6	1	1	1	1
-0.515	0.356	2.5397	0.0232	0.3813	1.6404	0.2443	12.178	1	5	5	5	3	3	3	1	0	0
-0.2933	-0.6242	1.2766	0.0979	5.6418	0.4319	-1.7645	3.1542	3	1	5	3	5	4	3	1	0	0
0.6321	-0.5277	3.7257	3.5417	12.5446	0.1962	-1.9832	11.7425	3	4	5	3	12	6	3	1	1	1
0.6724	-0.0179	1.6849	1.7089	4.5137	1.6288	-0.2819	2.3429	3	3	4	2	6	1	1	0	0	0
0.0218	-0.519	3.287	2.1894	4.4098	1.3171	-0.4626	9.3922	1	5	4	3	5	3	3	1	0	1
0.8871	-0.5349	0.6637	3.6897	5.2269	0.2578	-3.3534	1.4851	6	5	4	3	5	4	3	1	0	0
0.6111	-0.4284	0.1643	2.9469	2.6925	1.2143	-2.2181	2.0495	5	6	1	5	2	3	3	1	0	0
